XCoord,YCoord,NUMBER,BLDGABBR,BLDGNAME
1081103.18207943,3111889.26682763,NULL,NULL,NULL
1081109.72857242,3111894.77756077,NULL,NULL,NULL
1081116.41322913,3111900.39112762,NULL,NULL,NULL
1081122.90397943,3111905.78512763,NULL,NULL,NULL
1080039.09200000,3111499.26755000,NULL,NULL,NULL
1079952.48590000,3111406.16105000,NULL,NULL,NULL
1080328.19633971,3111537.10261348,NULL,NULL,NULL
1080305.26673971,3111556.85681348,NULL,NULL,NULL
1080316.99263971,3111547.00751348,NULL,NULL,NULL
1080362.39683971,3111506.58471348,NULL,NULL,NULL
1080350.70693971,3111517.01551348,NULL,NULL,NULL
1080339.50323971,3111526.92041348,NULL,NULL,NULL
1080294.31463972,3111566.52711348,NULL,NULL,NULL
1080374.15193971,3111496.43691348,NULL,NULL,NULL
1082727.45451711,3112702.16929301,0518,ZEEC,Zachry Engineering Education Complex
1080599.24853890,3111742.89143994,NULL,NULL,NULL
1080605.65433890,3111749.76083994,NULL,NULL,NULL
1080611.64763890,3111756.38183994,NULL,NULL,NULL
1080617.46373890,3111762.71583994,NULL,NULL,NULL
1080622.90923890,3111768.94333994,NULL,NULL,NULL
1080628.67693889,3111775.32243994,NULL,NULL,NULL
1080634.17073889,3111781.50473994,NULL,NULL,NULL
1080640.36083889,3111787.85183994,NULL,NULL,NULL
1080610.73923890,3111732.80933994,NULL,NULL,NULL
1080616.53573889,3111739.70423994,NULL,NULL,NULL
1080622.81273890,3111746.24153994,NULL,NULL,NULL
1080628.53213890,3111752.66573994,NULL,NULL,NULL
1080634.45153889,3111758.72263994,NULL,NULL,NULL
1080640.21923890,3111765.10173994,NULL,NULL,NULL
1080645.61303889,3111771.46773994,NULL,NULL,NULL
1080651.62593890,3111777.52783994,NULL,NULL,NULL
1080646.26393890,3111794.37603994,NULL,NULL,NULL
1080657.25503890,3111783.85533994,NULL,NULL,NULL
1080651.70603890,3111800.69703994,NULL,NULL,NULL
1080663.16463890,3111790.19253994,NULL,NULL,NULL
1074515.82113329,3101470.31785081,4034,NULL,HortTREC Headhouse North
1074500.67509827,3101393.53068090,4030,NULL,HortTREC Greenhouse Complex
1074477.68045341,3101416.89019830,4031,NULL,HortTREC Complex Headhouse
1074482.40675491,3101410.03634661,NULL,NULL,NULL
1074517.00515679,3101430.72046480,4032,NULL,HortTREC Winteringhouse West
1074535.88505696,3101413.53111472,4033,NULL,HortTREC Winteringhouse East
1074550.38615074,3101425.19646670,NULL,NULL,NULL
1077715.46434611,3109909.29736067,HSC5,NULL,NULL
1081174.72371232,3112429.06088821,NULL,NULL,NULL
1069718.84505000,3113242.97000000,8684,NULL,New Rifle Range Pavilion
1069917.63840000,3113270.03630000,8687,NULL,TEEX - LAW Shoot House
1069843.71790000,3113392.83745000,NULL,NULL,NULL
1081190.61900381,3109112.84286623,1265,NULL,Former Parking Toll Booth-Easterwood
1081639.41520000,3112156.96765000,1493,NULL,Agronomy Road - T8 PCR
1083040.14171400,3111855.49080730,1404,PLNK,Plank Leadership Learning Center
1083096.61927042,3111902.50004358,1405,ASH2,Ash, II Leadership Learning Center
1083148.45357886,3111733.22812203,0409,WHIT,White Hall - Dorm 10
1083146.79464978,3111652.87207489,0411,UTAY,Utay Hall - Dorm 12
1083199.00428261,3111776.00059702,0408,WHTE,Whitely Hall - Dorm 9
1083278.25973185,3111764.42291580,0410,HARR,Harrington Hall - Dorm 11
1080371.58676273,3112380.00825104,1805,STLA,Scotts Turf Lab 1 (Admin Bldg)
1080324.28283735,3112403.19005078,1806,STLS,Scotts Turf Lab 2 (Shop Bldg)
1083131.68279248,3112036.77401498,NULL,NULL,NULL
1083162.04131606,3112013.01383707,NULL,NULL,NULL
1083184.32780250,3112081.49570669,NULL,NULL,NULL
1083205.86969461,3112050.54602536,NULL,NULL,NULL
1082481.83304752,3111408.50251681,9791,NULL,Billy Pickard Pedestrian Passageway
1082173.99086682,3111710.04258590,9795,NULL,Wellborn Road Grade Separation Pumps
1082243.26861652,3111688.11834912,9794,NULL,Wellborn Road Grade Separation
1081160.39925079,3109280.03948118,1274,KSWT,Klebanoff-Saric Wind Tunnel (Unsteady Wind Tunnel)
1082470.90929839,3111601.64405966,1544,NULL,Cain Parking Garage
1082523.88405778,3111646.66057454,NULL,NULL,NULL
1082543.07687052,3111617.12360509,NULL,NULL,NULL
1082498.37723849,3111668.51041915,NULL,NULL,NULL
1082446.03036796,3111532.92003464,NULL,NULL,NULL
1082399.04494276,3111588.22907066,NULL,NULL,NULL
1084099.22742246,3112740.94971069,NULL,NULL,NULL
1082668.22673617,3113142.39003883,PC05,CC05,Calvary Court #05
1082658.88168096,3113183.53237947,PC06,CC06,Calvary Court #06
1082675.94857954,3113221.39191001,PC07,CC07,Calvary Court #07
1082712.18207335,3113242.11451095,PC08,CC08,Calvary Court #08
1082738.48995765,3113246.23747772,PC09,CC09,Calvary Court #09
1082743.28868460,3113218.49811749,PC02,CC03,Calvary Court #03
1082718.03893621,3113186.82878271,PC01,CC01,Calvary Court #01
1082696.47244272,3113156.42916306,PC04,CC02,Calvary Court #02
1082699.79825099,3113181.40621672,PC03,CC04,Calvary Court #04
1083031.61139742,3113301.05383343,PC19,CS05,Century Square #05
1082827.06772718,3113193.18552167,PC11,GH02,The George Hotel #02
1082807.40177865,3113210.76301337,PC10,GH01,The George Hotel #01
1082912.65890635,3113315.90320533,PC12,PRK01,100 Park
1082829.65380886,3113142.52348499,PC15,CS03,Century Square #03
1082878.59414720,3113196.45034304,PC14,CS02,Century Square #02
1082882.48634397,3113239.02516565,PC13,CS01,Century Square #01
1082787.88866708,3113133.48131674,PC16,CS04,Century Square #04
1082806.48360538,3113045.87484805,PC24,CS10,Century Square #10
1082770.72124021,3113005.45018284,PC25,CS11,Century Square #11
1084036.20102336,3113965.39710819,2952,NULL,Transportation Svcs-Village Center Building F
1082338.30253589,3110115.79863649,1586,NULL,Penberthy South Restroom
1082486.54359461,3109881.00401596,1587,NULL,Penberthy South Control Building
1082746.71947676,3113101.77320424,PC17,CS13,Century Square #13
1082731.15606563,3113039.86930248,PC18,CS12,Century Square #12
1082033.20515000,3107692.97855000,1394,NULL,TEEX ESTI Protective Housing Project Building
1081569.45540000,3107921.10845000,1393,NULL,TEEX-ESTI SCBA Facility
1081042.37938155,3109320.65417885,1275,NULL,New Easterwood FBO and Hangar
1070171.59978598,3114285.13762417,7008,NULL,Automated Fabrication & Design Expansion Building
1081330.08225000,3110998.16015000,0071,SCO,Student Conduct Office
1081344.46115000,3110960.49150000,0072,SL3,Student Life Bldg #3
1069711.04387522,3115194.42567260,8535,CIR,Center for Infrastructure Renewal -RELLIS
1082515.70215070,3111548.54955060,1545,NULL,Cain Site Hotel
1083140.26946117,3112364.41564147,NULL,NULL,NULL
1077929.35722535,3109727.93039395,HSC6,NULL,HSC TELECOMMUNICATIONS BLDG (001003)
1077691.41736950,3109920.89892187,HSC2,MREB,MEDICAL RESEARCH EDUCATION BUILDING (HSC 001001)
1073614.77382727,3103789.48913717,0082,NULL,Wildlife and Fisheries Building C
1073588.72135000,3103838.19920000,0081,NULL,Wildlife and Fisheries Building B
1073572.27176856,3103875.07755311,0080,NULL,Wildlife and Fisheries Building A
1081489.96889372,3111128.47922656,1593,NULL,White Creek Community Center
1082834.83206926,3112632.16788297,0682,WEB,Wisenbaker Engineering Building
1081749.97067089,3112018.89463145,1488,UESIT,UES IT Modular Building
1081616.16130000,3109070.74885000,1489,NULL,Utilities Energy Office Expansion
1082831.60134197,3110350.72721100,PB01,PWA,Park West A
1082867.75752088,3110316.08168316,PB02,PWB,Park West B
1082904.28145263,3110281.08259373,PB03,PWC,Park West C
1082940.78142180,3110246.09955453,PB04,PWD,Park West D
1082976.72835454,3110211.24079953,PB05,PWE,Park West E
1083012.67069018,3110176.37722334,PB06,PWF,Park West F
1082777.27279473,3110228.50739147,PB07,PWG,Park West G
1082699.11438984,3110140.10015440,PB08,PWH,Park West H
1082884.34805575,3110055.06241106,PB09,PWJ,Park West J
1082610.14528234,3110081.41044330,PB10,PWK,Park West K
1082647.90968655,3110043.95644776,PB11,PWL,Park West L
1082687.95279465,3109989.17114400,PB12,PWM,Park West M
1082723.43304808,3109953.73439206,PB13,PWN,Park West N
1082763.11770475,3109922.71779854,PB14,PWP,Park West P
1082798.60009768,3109887.28340147,PB15,PWQ,Park West Q
1070378.12864543,3114564.52826382,BL-1,BL1,Blinn1
1083946.87411032,3114028.54598327,2911,NULL,700 East University, Suite 104
