XCoord,YCoord,NUMBER,BLDGABBR,BLDGNAME
1082435.21764644,3112031.12384604,0512,CHPL,All Faiths Chapel
1081794.38275929,3111675.13030522,1514,NULL,Parking Toll Booth At PA72
1082791.70019959,3110813.54492814,1552,NULL,Olsen (E.D.) Grove Picnic Area
1068494.29694274,3114963.32270410, ,NULL,NULL
1070227.48117636,3114931.72387670, ,NULL,NULL
1069743.01491385,3114877.73974619,5499,NULL,Storage Shelter
1069611.17053375,3114860.08270911, ,NULL,NULL
1069699.86800000,3114733.51850000,7091,NULL,TTI Office Building
1070045.59163401,3114717.80124408,7441,NULL,Riverside Water Distribution Pump Station
1069796.67385192,3114731.52033101,7092,NULL,TTI Proving Ground Research Support
1069737.57002159,3114721.17359676,7090,NULL,TTI Proving Ground Research Hangar
1070014.77773022,3114690.49633246,5447,NULL,Water and Valve Hut
1070030.14303157,3114662.17238681,5446,NULL,Ground Water Storage Tank
1069763.21375150,3114654.96486839, ,NULL,NULL
1069798.92554421,3114664.09923581,7093,NULL,TTI Machining Facility
1069763.51450000,3114572.37000000,7095,NULL,TTI Research Storage Building
1068811.19164932,3114552.67762215, ,NULL,NULL
1069721.16647861,3114549.39965103,7098,NULL,Warehouse
1070252.09541329,3114530.49334450,8004,NULL,TEEX ITSI Offices - Water Lab
1067818.80016749,3114417.62067980, ,NULL,NULL
1070324.14264813,3114418.17559709,7751,NULL,TEEX - LAW Office Bldg
1067824.37680014,3114406.01993209, ,NULL,NULL
1070360.26970135,3114390.68372657, ,NULL,NULL
1067812.62815482,3114388.58613245, ,NULL,NULL
1067828.60788275,3114385.33627677, ,NULL,NULL
1067818.89400000,3114364.47950000, ,NULL,NULL
1069778.88450000,3114287.14250000,8083,NULL,Telecommunications Building
1069762.22924414,3114256.97062878,6071,NULL,ITSI Storage
1069741.22708691,3114175.28587573,7063,NULL,Conservation Research Lab
1069773.32389951,3114177.87606218,7064,NULL,Conservation Projects
1070271.71519064,3114164.03368532,7006,NULL,Chapel & Assembly Hall
1069753.48363324,3114157.85468676,7065,NULL,CRL Storage
1069768.74263736,3114157.37779309,6069,NULL,Research Support Bldg
1070118.13387386,3114157.89241602,7003,NULL,Office Building
1069754.26100305,3113988.69941691,7046,NULL,Aerospace Hangar
1070045.68376001,3113975.88832823,6242,NULL,Aquaculture Lab (Mothballed)
1068701.15750000,3113946.52750000, ,NULL,NULL
1070485.33881741,3113960.80508077,7801,NULL,TEEX - LAW Prop House #1
1070666.10350000,3113919.59350000, ,NULL,NULL
1070486.88151052,3113915.27050163,7800,NULL,TEES Smoke Detector Research
1070406.44557246,3113895.81998323,8525,NULL,Food Protein R&D Center
1070680.59072584,3113880.55779534,6880,NULL,Swimming Pool No 2
1070146.72519601,3113795.94829455,7180,NULL,Processing Lab
1070152.54450000,3113775.95700000, ,NULL,NULL
1069795.27567428,3113768.32523532,8032,NULL,Ocean Drilling Test Facility
1068422.15456277,3113761.85980036, ,NULL,NULL
1070068.44254404,3113760.39642171,7177,NULL,Nautical Archeology Storage
1070286.68288239,3113770.93398917,8000,NULL,TEEX ITSI Garage & Offices
1070147.38267192,3113750.53918515,7182,NULL,Extraction Building
1070285.81200000,3113747.34750000, ,NULL,NULL
1069778.44196679,3113723.25328710,8031,NULL,IODP/Oceanography Bldg
1070156.33300000,3113744.42150000, ,NULL,NULL
1070165.44626705,3113750.31508664,7181,NULL,Solvent Extraction Building
1070069.02349519,3113743.60283460,7176,NULL,Publications Pro. Center
1070165.85856221,3113733.49425446,7183,NULL,Refinery
1070182.64556414,3113717.36457688, ,NULL,NULL
1070711.27767946,3113707.19904279,6882,NULL,Rest Rooms
1070166.63980781,3113688.56181250,7184,NULL,Fats & Oils Processing Building
1069971.18366450,3113654.13341270,7911,NULL,TEEX EUPWTI Parking
1069785.10610902,3113615.11938709,6030,ELTC,TEEX Hangar/Classrooms
1070031.12690729,3113621.23829415,7908,NULL,TEEX EUPWTI Building
1068040.30483100,3113602.12703404, ,NULL,NULL
1082322.64651683,3111272.62849269, ,NULL,NULL
1082889.03645771,3111324.19844762,0361,BFC,Bright Football Complex
1083040.03686987,3111289.04073923,0519,KAMU,Moore Communications Center
1083169.84645976,3111279.69735293,0375,CLAC,Williams Alumni Center
1082454.47148921,3111248.68351814, ,NULL,NULL
1081787.66700000,3111231.13150000,1516,NULL,Horticulture Field Laboratory
1082389.73448575,3111193.67502837, ,NULL,NULL
1082129.48827371,3111223.44976645,1498,SUP1,Satellite Utility Plant No. 1
1081903.24197822,3111201.55559377,1513,SCIC,Borlaug Center for Southern Crop Improvement
1081861.34792782,3111120.50015711,1512,SCIG,Southern Crop Improvement Greenhouse
1079569.87107566,3111101.45787005,1700,NULL,Schmidt House
1079623.85372954,3111060.60534899,1701,NULL,Texas A&M Polo Club Stables
1082558.12301780,3111111.82002838,1560,SREC,Student Recreation Center
1081127.99956832,3111003.49384658,1603,DLH,Donald L. Houston Building
1080543.58249935,3107332.33938520,1075,NULL,Ecology & Natural Resources Teaching Pavilion
1082226.54767402,3110964.04831894,1554,REED,Reed Arena
1082677.09290991,3110929.26658866,1550,OLSN,Olsen Field at Bluebell Park
1081243.63990662,3110909.05066959,1620,EBRF,Electron Beam Food Research Facility
1080993.61572455,3110890.40174921,1602,ONRP,1111 Research Parkway Bldg
1082542.61984214,3110830.35080780, ,NULL,NULL
1082539.76779682,3110827.90669688, ,NULL,NULL
1082546.47761624,3110822.96319801,1557,NULL,Track & Field CTR Ticket Booth
1082524.15180677,3110820.01621800,1555,NULL,Track & Field Support Center
1082557.14000000,3110808.30350000,1562,NULL,Wireless Telecommunications Facility
1082481.59656861,3110803.93835863,1567,NULL,Softball Building
1081342.01026030,3110813.82816080,1610,CEL,Coastal Engineering Lab
1081101.97850680,3110805.27778860,1598,NULL,1313 Research Parkway (Lynntech Building)
1082512.03507086,3110777.70115922,1566,NULL,Julia And Mark Ellis '79 Soccer Building
1082489.45644358,3110756.32535003,1571,NULL,West Campus Office Pavilion
1082573.82335304,3110775.32137570,1565,NULL,Johnson Track & Field
1082564.83996558,3110753.56944295,9793,NULL,Track Bleacher Storage
1081446.47810208,3110672.96608193,1601,IODP,International Ocean Discovery Building
1081983.49073545,3110625.54170910,1561,NULL,George P. Mitchell '40 Outdoor Tennis Center
1081448.61884549,3110580.69738629,1699,NULL,GTE Optical Remote Module (ODM) Facility @ Researc
1081324.72381627,3110573.53213291,1604,OTRC,Offshore Technology Research Center
1082187.62609849,3110536.64148785,1556,PISC,Penberthy Intramural Sports Center
1081397.51450000,3110521.29250000,1698,NULL,Research Park Switching Station
1081943.38611616,3110464.73295717,1563,NULL,H&K Equipment Storage Building  (adj to Mt. Ag)
1082504.08706329,3110276.25581482,1160,PRPV,Pearce Animal Pavilion
1080910.80027979,3110146.32392682,1083,NULL,Research Park Maintenance Building
1081661.62108965,3110028.99228903,1607,ALLN,Allen Building
1081549.62877975,3109999.96149465,1608,BPCC,Annenberg Presidential Conference Center
1081593.46909039,3109895.73684608,1606,BPLM,George Bush Presidential Library & Museum
1082145.85916709,3109734.80934672,1161,NULL,Reed House
1080324.13045100,3109532.67370035,1262,NULL,McKenzie Terminal Building
1081157.22209527,3109457.94977647,0757,NULL,Waste Water Lift Station
1081033.25678985,3109424.04286129,1092,NULL,Easterwood Hangar 1092
1081110.15917945,3109357.79195793,1277,NULL,Easterwood Rescue and Fire Facility
1081345.60246371,3109238.49266820,1298,NULL,Turbo Lab Support Building
1081379.27635221,3109255.94745988,1299,NULL,Turbomachinery Laboratory
1081435.67551336,3108130.21183594,1323,NULL,ESTI Commercial/Retail Complex Fires
1081459.87994255,3108126.21143308,0700,NULL,ESTI 3-Story Project
1081506.87716466,3108124.12851067,0339,NULL,ESTI Milti-User Shelter
1081458.67793026,3108100.60949614,1324,NULL,ESTI Commercial/Retail Complex Fires
1081431.54150000,3108059.83250000,0337,NULL,ESTI Automobile Fires
1081415.20750000,3108054.98350000, ,NULL,NULL
1081470.25027738,3108053.85440868,1351,NULL,ESTI Bathroom (Marine Area)
1081410.71000000,3108047.29150000, ,NULL,NULL
1080565.73556150,3108060.94399672,1307,NULL,Nuclear Science Center Laboratory
1080637.54995809,3108071.03375010,1095,NULL,Nuclear Science Cntr
1081789.52634925,3108031.43513669, ,NULL,NULL
1081405.79150000,3108033.65150000,0338,NULL,ESTI Bobtail/Transport Fires
1081470.59898214,3108030.62601912,1142,NULL,ESTI Marine Classroom/First Aid
1081388.97300000,3108016.82250000,1325,NULL,ESTI Pump Seal Fires
1081740.20700000,3108017.94850000,1327,NULL,ESTI Hose Evolutions
1081376.04350000,3108002.00100000,1326,NULL,ESTI LPG Fires
1081404.14200018,3107998.92133334, ,NULL,NULL
1081813.63390000,3107998.11630000,1329,NULL,ESTI Salvage & Overhaul
1081508.79412077,3107994.75538735,0308,NULL,ESTI Breathing Apparatus Maze
1080641.82732170,3108002.81578256,1098,NULL,N.S.C. Hyperbaric Lab
1080709.40561528,3107986.57633726,1183,NULL,Range Science Field Lab
1081459.33593488,3107968.14800899,1338,NULL,ESTI Marine Ship Superstructure Fires
1080671.65199788,3107958.37270964,0712,NULL,RADIATION BIOLOGY
1081565.26778522,3107958.43077328,0314,NULL,ESTI Breathing Apparatus Storage
1081535.75512975,3107957.69899135,0307,NULL,ESTI Drill Tower
1081445.23133925,3107957.28398917,0322,NULL,ESTI Marine Vessle Project
1081473.93699270,3107952.82807273,1335,NULL,ESTI Marine Engine Room Fires
1081868.19905000,3107952.05145000, ,NULL,NULL
1081827.89973701,3107957.48103708,1370,NULL,Emergency Operations Training Center
1081922.69665808,3107934.97462294,7910,NULL,ESTI Haz Mat Storage
1081462.46050000,3107939.60100000, ,NULL,NULL
1082004.96678949,3107821.49954521,0354,NULL,ESTI Hazardous Material Classroom
1082050.11100000,3107805.39600000,7904,NULL,ESTI Haz Mat Classroom
1082042.28450000,3107777.03000000, ,NULL,NULL
1082033.67229437,3107774.68133925,7907,NULL,ESTI Haz Mat Technician Shop
1082034.10366511,3107769.70410814, ,NULL,NULL
1082060.16500000,3107770.34250000,7905,NULL,ESTI Haz Mat Warehouse
1082010.24849788,3107769.51918059,0145,NULL,ESTI Technical Equipment Storage
1081970.47370000,3107750.65580000,1286,NULL,ESTI Warehouse Shelter
1082015.63070066,3107739.83882517,1350,NULL,ESTI Bathroom (Hazardous Materials Area)
1081867.87732397,3107697.15258496,1330,NULL,ESTI Interior Shoring Shelter
1081906.76800000,3107694.15900000,1332,NULL,ESTI Exterior Shoring Shelter
1081948.36800000,3107690.89550000,1334,NULL,ESTI Crane Operations Shelter
1081885.52803163,3107688.74735917,1384,NULL,ESTI Interior Shoring Project
1081856.58050000,3107670.13100000,1331,NULL,ESTI Breaching/Breaking Tunnel System
1082453.34050000,3113679.08550000,0729,NULL,Biology Greenhouse
1082441.10025878,3113667.35281798,1129,NULL,Floriculture Greenhouse
1082441.28999928,3113652.38714258,1027,NFFL,Nursery Floral Field Laboratory
1082518.75842965,3113648.92872134,3171,HORTOF,Horticulture Office
1082529.90667035,3113646.47227866,3172,HORTCL,Horticulture Classroom
1082462.71589529,3113590.33837642,1191,NULL,Floriculture Growing Facility
1082482.20393488,3113583.56505457,1190,NULL,Floriculture Research Greenhouse
1082154.30533471,3113499.88845480,0370,NULL,Hensel Park Picnic Shelter (Demolished 2016)
1082367.11000000,3113457.72050000,0389,NULL,Grounds Maintenance Potting Shed
1082472.63770517,3113465.74968224,3199,NULL,Becky Gates Children's Center
1082272.66761456,3113346.42197831,0728,NULL,Grounds Maintenance Greenhouse 5
1082265.21918548,3113338.19688814,0726,NULL,Grounds Maintenance Greenhouse 4
1082260.91084084,3113320.97962958,0831,NULL,Grounds Maintenance Greenhouse
1082252.25739289,3113309.46928885,0733,NULL,Grounds Maintenance Greenhouse
1082359.98095256,3113306.39458531,0742,NULL,Grounds Maintenance Storage
1082308.78317453,3113298.54246027,0829,NULL,Grounds Maintenance Office Shop/Stor
1082295.46224869,3113310.89187576,0828,NULL,Grounds Shop Warehouse
1082241.01039289,3113297.66128885,0732,NULL,Grounds Maintenance Greenhouse
1082719.81531663,3113296.71089621,3198,UACC,University Apartments Community Center
1082382.37571995,3113265.79708826, ,NULL,NULL
1082367.67788411,3113271.31673079,0685,NULL,Grounds Maintenance - Tractor Shed
1082331.21595279,3113264.79520111,0747,NULL,Grounds Maintenance Supply Bldg
1082623.52432877,3113224.94225933,3197,NULL,University Apts Community Maintenance Bldg
1081001.94800000,3112950.39800000,0996,NULL,Oil Tanks Boiler House
1081065.26864868,3112928.93839836,0995,NULL,Water Distribution Pump Station No. 2
1081045.81703450,3112901.27935255,0816,NULL,Water Distribution Pump Station No. 1
1080860.64188518,3112786.50262227,0806,STL,Soil Testing Lab
1080129.54713552,3106285.82726088,4050,WWTP,Wastewater Treatment Plant
1080709.32500278,3112748.16183383,1154,NULL,Electrical Distribution Storage
1080674.47247470,3112742.13441373,1165,NULL,Hazardous Waste Storage Bldg
1080672.58131156,3112724.18800605, ,NULL,NULL
1080682.17300000,3112706.83040000,1245,NULL,Cable Wire Storage
1080706.41867678,3112696.83176754,1246,NULL,Generator Storage Building
1080992.24217601,3112681.95929849,0956,PGBG,Perennial Grass Breeding and Genetics
1080680.44707515,3112670.65536990,1244,NULL,Utilities Inventory Warehouse Building 1
1080651.48414591,3112634.61262592,1243,NULL,Plumbing Fabrication Shop
1081046.61054382,3112622.37987898,1052,NULL,Weed Science Field Lab
1082873.66917255,3112644.81148729,0682,WEB,Wisenbaker Engineering Building
1082800.76440236,3112601.49564805,0740,MCNW,McNew Laboratory
1082671.36115495,3112581.54401584,0718,NULL,Storage-Cyclotron
1081077.57893861,3112588.60597808,1045,NULL,USDA Greenhouse 1
1081262.78246254,3112614.72152460,1157,NULL,Warehouse
1082859.00067629,3112592.36937123,0501,CONC,Concrete Materials Laboratory
1082676.16499975,3112558.49981940,0717,NULL,Storage and Lab-Cyclotron
1082636.99503552,3112584.90500028,0434,CYCL,Luedecke Building (Cyclotron)
1081107.28750610,3112553.72220543,1049,NULL,USDA Greenhouse 2
1082813.09057346,3112554.04795711,0325,CVLB,CVE Lab Building
1081128.47652645,3112527.68833340,1047,NULL,Virus-Vector Research Lab
1080877.61730698,3112511.58463774,1193,NULL,Wildlife & Exotic Animal Ctr
1082869.51359422,3112532.71883067,0492,HEB,H.J. (Bill) and Reta Haynes Engineering Building
1082730.99666058,3112512.15273147,0392,MEOB,Mechanical Engineering Office Building
1082674.11970018,3112522.00762441,0391,ENPH,James J. Cain '51 Building
1082489.47635153,3112315.35642773,0547,NULL,Break Room at Central Utility Plant
1080798.72777411,3112489.09829458,4542,NULL,TVMC-Wildlife & Exotic Animals
1081308.49592588,3112556.22789195,1156,PLNT,Facilities Services
1082828.30748698,3112497.92806931,0387,RICH,Joe C. Richardson Petroleum Engineering Building
1081067.06999807,3112487.27599682,1002,NULL,Farm Service Implement #2
1082563.86091819,3112494.78614085,0524,BLOC,Blocker Building
1081073.82056376,3112457.59819956,1003,NULL,Farm Service Shop
1082774.83644863,3112468.75351970,0513,DRTY,Doherty Building
1080829.49385382,3112440.85021526,9750,NULL,by USDA-Exotic Animal Holding Pens
1081458.90300000,3112426.64815000,1249,NULL,Telecommunications Optical Remote Building
1082884.20642040,3112446.21907617,0353,HRBB,Bright Building
1081104.51285281,3112445.90266833,1001,NULL,Farm Service Implement #1
1081440.21698007,3112471.35938578,0971,DATA,Fred Dollar Food Services Commissary
1082438.85155946,3112446.85028319,0388,NSPG,Northside Parking Garage
1082374.48401142,3112418.31016559,0514,MASS,Munnerlyn Astronomy & Space Sciences Engineering
1084545.56400000,3112396.62000000,3098,NULL,Business Management Services Record Storage
1082996.89365669,3112428.14449890,0398,ARCA,Langford Architecture Center Building A
1083109.17169620,3112420.57501532,0473,ADMN,Jack K. Williams Administration Building
1082712.72611742,3112432.54413945,0490,HALB,Halbouty Geosciences Building
1081056.96589893,3112403.44052328,0979,TURF,Turfgrass Field Lab
1081040.35514068,3112382.10602816,1005,NULL,Farm Service Storage 2
1082465.79823545,3112368.67169991,0496,UCO,Utilities & Energy Services Central Office
1082558.58356403,3112337.36595649,0498,CUP,Central Utility Plant
1084521.59171189,3112385.39786298,3099,BMSB,Business Management Services Building
1081354.90558221,3112378.08024645,0970,PPGM,Phys Plant-Grounds Maintenance
1082929.82841942,3112393.92676930,0478,SCTS,Scoates Hall
1082633.57087863,3112393.20686001,0499,EIC,Engineering Innovation Center
1082813.22208850,3112386.23430743,0376,CHAN,Chemistry
1082780.50107316,3112331.08992686,0484,CHEM,Chemistry
1082775.91935632,3112346.59802721,0715,NULL,Chemistry Chemical Storage
1082678.25274590,3112361.62951953,0436,RDMC,Reed-McDonald Building
1082339.79993805,3112340.91438463,0424,HOTA,Hotard Hall
1082476.79400105,3112304.98214703,9351,NULL,Water Tower
1081410.99784130,3112317.80516347,0969,TRSV,Transit Services
1082616.38047052,3112298.58640783, ,NULL,NULL
1083094.85834485,3112312.14054345,0443,OMB,Eller Oceanography & Meteorology Building
1082352.08250847,3112313.46273654,0652,NEEL,Neeley Residence Hall
1082868.98314027,3112306.75938489,0477,ANTH,Anthropology Building
1082379.20399973,3112288.51839741,0653,HOBB,Hobby Residence Hall
1081636.96211686,3112266.16962755,0966,NULL,Purchasing & Stores - General Storage
1081639.08773177,3112288.54798802,0980,NULL,Murray Case Sells Storage Bldg
1083152.00696642,3112266.48917528,0445,TEAG,Teague Research Center
1083126.76223023,3112228.33819229,0517,CSA,Computing Services Annex
1082921.28261523,3112262.14372419,0470,GLAS,Melbern G. Glasscock Building
1082798.81454106,3112255.70186113,0476,FRAN,Francis Hall
1083044.62390086,3112257.96277460,0472,AIEN,AI Engineering Building
1082545.38321389,3112253.53245481, ,NULL,NULL
1082535.49250970,3112246.82041963, ,NULL,NULL
1081481.50826332,3112261.17548179,0958,FLSV,Fleet Services
1081666.54179495,3112222.12747998,0967,NULL,Purchasing & Stores - Volatile Storage
1083078.52040709,3112206.49150798,0516,CSC,Computing Services Center
1083350.75674301,3112219.41593157,0672,GOLF,Golf Course Clubhouse
1082655.17792228,3112242.35417736,0483,THOM,Thompson Hall
1082262.07015413,3112208.53635676,1430,NULL,Civilian Lounge - C1
1082252.85684445,3112219.07445718,0430,SCHU,Schuhmacher Residence Hall
1082612.21763015,3112197.00788246,0482,FERM,Fermier Hall
1082968.04430091,3112208.80278691,0471,PAV,Pavilion
1081599.99319407,3109051.85281720,1089,UEOA,Utilities & Energy Services Energy Office
1081224.53294111,3109059.16200958,1260,NULL,Airport Hangar
1081794.00531203,3109019.20413240,1217,NULL,PS Gamebird Rearing & Flt Pen
1081904.14072371,3108987.36333402,1215,NULL,PS Environmental Biotechnology
1081796.41153004,3108981.09122362,1216,NULL,PS Gamebird Repro & Management
1081951.51332438,3108962.66342132,1201,FARM,Poultry Science Headquarters
1081876.63142553,3108939.82096708,1214,NULL,Poultry Science Caged Layer #2
1081942.70050000,3108916.27100000,1202,POSC,Poultry Sci Handling & Judging
1081818.26589275,3108913.35493027,1213,NULL,Poultry Science Caged Layer #1
1081790.79060693,3108787.86645366,1207,NULL,Poultry Sci Repro & Embryology
1081389.03346052,3108669.81096931,0302,NULL,ESTI Pump Operations Building
1081455.94645803,3108618.86722122,0301,NULL,ESTI Pump Operations Building
1081418.47840000,3108602.11410000,1280,NULL,ESTI Bathroom (Parker's Privy)
1081393.82696142,3108599.27138380,0303,NULL,ESTI Pump Operations Building
1081445.86500931,3108547.75942067,0304,NULL,ESTI Pump Operations Building
1081369.91350000,3108457.38700000,1368,NULL,ESTI Vendor Store
1081378.82700000,3108449.51000000,1366,NULL,ESTI Industrial Classrooms A&B
1081387.24100000,3108441.63200000,1353,NULL,ESTI Industrial Classrooms A&B
1081342.62963713,3108422.24479024,0687,NULL,ESTI Industrial Classroom
1081404.91100000,3108424.59500000,0348,NULL,ESTI Pump/Vehicle Maintenance
1081328.68920338,3108413.24266405,1354,NULL,ESTI Industrial Office
1081357.27005000,3108408.81025000,1283,NULL,ESTI Industrial Bunker Gear Drying Building
1081343.85000000,3108407.21550000,1355,NULL,ESTI Industrial Classrooms A&B
1081418.39301587,3108404.59783684,0315,NULL,ESTI Pump Maintence Building
1081314.41822715,3108396.88345217,1356,NULL,ESTI Industrial Office
1081313.03953096,3108381.39095509,1352,NULL,ESTI Bathroom (Industrial Area)
1081322.61910459,3108382.53845053,1357,NULL,ESTI Industrial Classrooms A&B
1081313.40577380,3108369.34839020,1144,NULL,ESTI Industrial Classroom
1081436.41216576,3108354.83797638,9787,NULL,ESTI PROCESS UNIT FIRES (NEW)
1081464.20950000,3108329.91850000,0334,NULL,ESTI Pipe Rack Fires
1081328.80470000,3108287.30860000,0326,NULL,ESTI Pump Alley Fires
1080796.28756730,3108313.54682556,1264,NULL,TAC Realty Hanger
1081342.07250000,3108272.69750000, ,NULL,NULL
1081455.55200000,3108265.30900000,0335,NULL,ESTI Process Unit Fires
1081359.62750000,3108256.81720000, ,NULL,NULL
1081382.51900000,3108238.05150000,0327,NULL,ESTI Loading Terminal Fires
1081329.26066718,3108224.63699209, ,NULL,NULL
1081424.19003524,3108201.83606297,0328,NULL,ESTI API Storage Tank Fires
1081528.12300141,3108201.28994134,0720,NULL,ESTI Chemical Complex Fires
1081375.16250185,3108200.86183361,0320,NULL,ESTI Sprinkler Systems
1081284.62072921,3108203.79311763,0347,NULL,ESTI Annual School/Extension Offices/Gym
1081367.58300000,3108189.63200000, ,NULL,NULL
1081310.50528782,3108186.92394179,0139,NULL,ESTI Private Sector Office
1081447.98283241,3108181.31952286,0312,NULL,ESTI Rail Tank Car Loading Rack Fires
1080662.82188083,3108174.30986666,1096,NULL,Gamma Radiation Lab
1081399.28769796,3108170.51139278,0721,NULL,ESTI Warehouse Fires
1081466.87300000,3108165.27500000,0329,NULL,ESTI Tank & Dike Fires
1081582.42617903,3108165.75245780,0323,NULL,ESTI Hay Barn
1080723.71062283,3108163.04784880,1171,NULL,Radioactive Waste Building
1081606.75557903,3108156.69205780,0324,NULL,ESTI Wood Storage
1081451.44650272,3108147.69374161,1322,NULL,ESTI Apartment Complex Fires
1082737.15987079,3112205.90203489,0438,HECC,Harrington Education Center Classroom Building
1081568.87146685,3112195.79886035,0957,PRCH,Purchasing & Stores
1082561.85781274,3112180.28349684,0481,HEAT,Heaton Hall
1082277.43882213,3112190.83912037,0422,WALT,Walton Residence Hall
1081378.96525794,3112165.62363387,0959,NULL,Plant Science Greenhouse
1083167.04991454,3112177.07439594,0457,TAES,TAES Annex Building
1081388.05282803,3112154.95242102,0960,SCSFGH,SCS Forage Greenhouse
1082692.96889710,3112168.29821225,0435,EDCT,Harrington Education Center Office Tower
1081417.56700429,3112157.60450701,0965,BEAS,Beasley Laboratory
1081397.16096620,3112144.32917126,0961,NULL,Cotton Greenhouse
1081406.77643961,3112135.49307941,0962,NULL,Plant Science Grain Sorghum Greenhouse
1081414.19850573,3112126.93544340,0963,NULL,Hort & Plant Science Greenhouse
1083020.44100512,3112141.72931088,0511,HLB,HEEP Laboratory Building
1081421.57221327,3112118.34999517,0964,NULL,Agronomy Greenhouse
1081621.89846005,3112116.29282883,0276,NULL,TX Forest Service Greenhouse
1080970.51616994,3112115.92194975,0976,NULL,CMP-Animal Housing Unit
1082621.16986443,3112125.22942324,0480,BLTN,Bolton Hall
1082557.66705543,3112122.15690493,0419,LEGE,Legett Residence Hall
1081430.60026543,3112086.10649527,1054,NULL,Forage and Turf Greenhouse
1080982.06933832,3112089.41860062,0973,NULL,CMP-Animal Housing Unit
1083170.00599670,3112047.79472448,0440,COMM,Commons
1081639.24851594,3112079.05688393,0279,NULL,TX Forest Service GH Headhouse
1081654.37946433,3112082.09772749,0278,NULL,TX Forest Service Greenhouse
1081420.71900632,3112077.63123585,1056,NULL,Soil & Crop Sci Greenhouse
1081771.64715000,3112078.90090000,1496,NULL,12.47 KV Switching Station
1081096.53122771,3112084.84760466,1094,NULL,TVMC-Poultry Disease Research
1082917.18500224,3112112.36600121,0444,PETR,Peterson Building
1080968.27216928,3112078.07845154,0974,NULL,CMP-Animal Housing Unit
1081410.79019830,3112069.10047745,1057,NULL,Soil & Crop Sci Greenhouse
1082846.58933973,3112090.94720752,0467,BSBE,Biological Sciences Bldg East
1082816.62853466,3112068.87768309,0449,BSBW,Biological Sciences Bldg West
1080954.34150000,3112066.80730000,0975,NULL,CMP-Animal Housing Unit
1080910.63900000,3112062.52030000,1198,NULL,LARR Support Personnel Bldg
1081399.20340059,3112062.38855620,1058,NULL,Soil & Crop Sci Greenhouse
1082343.81929432,3112084.94341390,0549,HAAS,Haas Residence Hall
1081069.55677296,3112062.25236093,1040,CPL,Cardiovascular Pathology Laboratory
1082708.66301589,3112082.30732660,0462,ACAD,Academic Building
1081391.05672605,3112051.93215287,1059,NULL,Soil & Crop Sci Greenhouse
1081605.66800439,3112064.53090330,1042,FSLB,Forest Science Laboratory Building
1083246.10254112,3112065.68872922,0433,MOSH,Mosher Residence Hall
1080934.30683440,3112052.17311913,1196,NULL,Animal Housing Unit
1081721.80658816,3112050.20794346,1497,UBO,Utilities & Energy Services Business Office
1082523.30303998,3112061.29447953,0520,BEUT,Beutel Health Center
1083090.34121706,3112018.55180772,0442,DUNN,Dunn Residence Hall
1081352.01507453,3112036.24169833,1079,NULL,SCSC-Weed Sci Greenhouse
1082372.24603528,3112056.90073294,0550,MCFA,McFadden Residence Hall
1081485.19697187,3112056.90922595,0954,AGRL,Agronomy Field Lab
1081413.93145028,3112037.75083383,1060,NULL,Greenhouse-Small Grains
1081392.01663628,3112012.63267279,1173,NULL,Soil & Crop Greenhouse
1082853.30224201,3112026.20755804,0464,STCH,State Chemist Building
1081376.74843631,3112014.04413249,1077,NULL,SCSC Small Grain Greenhouse
1081664.20553231,3112008.30683472,1166,NULL,CUSE-Special Project Lab & Storage
1083636.62392543,3112013.58523510,0655,NULL,Golf Course Maintenance Shop
1081694.11449349,3112002.24416371,1168,NULL,CUSE-Shop & Storage
1083140.23566828,3111975.92896672,0447,ASTO,Aston Residence Hall
1081008.37991858,3111994.96264086,1008,VMB3,TVMC-Barn No 3
1081688.49464426,3111991.80193153,1169,NULL,CUSE-Toxicology Hut
1083343.44896338,3112019.75202952,0291,RUDD,Rudder Residence Hall
1081655.48783758,3111995.77845711,1050,NULL,CUSE-Research Labs
1082286.24500015,3112038.44917994,0426,HUGH,Hughes Residence Hall
1082735.12915948,3111991.65649025,0506,NGLE,Nagle Hall
1082910.07926204,3112017.33176702,0521,HELD,Heldenfels Hall
1081720.91945665,3111984.41704008,0862,NULL,Butler Building
1083273.65681515,3111999.91606499,0290,WELL,Wells Residence Hall
1081538.86050061,3111973.59423268,0972,LARR,Laboratory Animal Care Building
1080930.41164756,3111972.74965261, ,NULL,NULL
1082888.21830468,3111984.87309492,0465,BTLR,Butler Hall
1082244.94418388,3112001.13970057,0428,KEAT,Keathley Residence Hall
1081404.94143410,3111984.84030167,1064,NULL,Soil & Crop Sciences Greenhouse
1081681.31395514,3111978.51274034,1051,CUSE,Center for Urban and Structural Entomology (CUSE)
1081477.11975315,3111973.21030079,1066,NULL,Cotton Ginning Lab
1080731.35892009,3111961.19687473, ,NULL,NULL
1081362.52108451,3111975.43017414,1067,NULL,Agronomy Field Crop Laboratory
1081689.17646995,3111952.91033532,0861,INSC,CUSE-Chemistry
1080790.80737945,3111955.49696694,1087,NULL,CMP-Quarantine Unit
1082358.52535617,3111958.73966426,0425,HEND,Henderson Hall
1081789.84369228,3111959.68354160,1146,BCC,Biological Control Facility
1081442.91108125,3111944.69037275,1065,NULL,Soil & Crop Sci Dry Processing
1083609.59770479,3111934.01568732,0654,NULL,Generator Shed
